No.,Puzzle,Solution,Solve time in seconds
29,072000405000800000009047100350400200204305801008006043005980600000004000907000380',872631495541829736639547128356418279294375861718296543425983617183764952967152384',0.03410190000067814
30,007800090000600400190000320900040010000000004500090060830000640000400700001500080',457823196382619475196754328963248517278165934514397862835972641629481753741536289',0.14334840000083204
31,402000508500401007060000040720906081000000000940000053230000094000809000008030700',412793568589461327367285149723956481851342976946178253235617894174829635698534712',0.03177209999921615
32,500640003008000000040000079200800930300004005000012040000200000005108002802030057',529647813718923564643581279274865931381794625956312748137259486465178392892436157',0.08701959999962128
33,009028700000000020200059306607000003000701000100000802803610004050000000006530200',569328741318476529274159386687245193932781465145963872823617954451892637796534218',0.28216489999977057
34,000800700000920600080000342109000000007600030800030057000054000300000900240301000',523846791714923685986517342139475268457682139862139457691754823375268914248391576',0.057059999999182764
35,008100900000040280040000063003670000009003010060008009500061007300500100691000000',258136974936745281147892563813679452729453618465218739584961327372584196691327845',0.02925360000153887
36,209001030010300009300085000020000903000250800807010050000500006500002090760100405',259471638418326579376985142625847913941253867837619254192534786584762391763198425',0.04283159999977215
37,005700000600009305008000020700290050056030007400150030002000070900002804004900000',145723986627819345398645721731296458256438197489157632812364579963572814574981263',0.09241259999907925
38,009300060080090405100007090600020800020406030003010006030100009706030050010009200',259341768387692415164857392675923841921486537843715926532174689796238154418569273',0.03071769999951357
39,300000009000091603000400080005800000080009007070040300040007560007000900960010002',321685749458791623796423185135872496684359217279146358842937561517268934963514872',0.41952849999870523
40,004000100570901048901000507260000054005000800090204070030020060000417000000000000',324785196576931248981642537263178954745396812198254673837529461652417389419863725',0.012683400000241818
41,706000009000705000800009001070000025000007000013050004000000102000300040209601307',726813459491765238835429761678134925542987613913256874364578192187392546259641387',0.538161399999808
42,600081000040000078000405002006009084500000060304800200000008000060270000091600000',652781943143926578978435612726519384589342761314867295237198456865274139491653827',0.2190651999990223
43,070040060408100050010300009081000640700030501000000090000920000950603000007010000',375249168498167352216385479581792643729436581643851297164928735952673814837514926',0.08165989999906742
44,090080051205040006010300000000200000300406005000008000000004070600010504120070090',496782351235941786718365942541237869387496215962158437859624173673819524124573698',0.721398900001077
45,040000060007105400200060007170204093000000000450709086700050004004802300090000070',945327168687195432231468957176284593829536741453719286718953624564872319392641875',0.06974560000162455
46,002070900000010000080309010600502003051000720200107004070408030000030000005020800',312875946569214378784369512647592183851643729293187654976458231128736495435921867',0.05807410000124946
47,000640000070003050006805900067408103400000005203501870008304500050200010000057000',935642781872913456146875932567428193481739265293561874618394527754286319329157648',0.027230399999098154
48,000009065000008703000470080003020041002105800180030900040081000708300000350900000',837219465294568713516473289963827541472195836185634927649781352728356194351942678',0.01176110000233166
49,830040000502000010000008000010420300070003002600005000060000090009067001000300078',837641925542739816196258734918426357475983162623175489764812593389567241251394678',0.09274469999945723
50,008002030001060008900000000000023001003601080040080000000010096200700000490000200',658942137721365948934178625869423571573691482142587369385214796216739854497856213',0.5615038000032655
51,900002040046803005020040090060900000009007500530060010000020900301005000070000004',985712346146893275723546891267951483419387562538264719654128937391475628872639154',0.4313605999996071
52,004105200020000030500060004072000190008607400050000070045736910001904600000020000',384175269726498531519362784672843195198657423453219876845736912231984657967521348',0.023833799998101313
53,010050020900030006006701500001409300390000041004307200002805600600020008080070030',713658924958234716246791583521489367397562841864317295132845679679123458485976132',0.018037999998341547
54,070000902200800010300200078107009000920107035000500701790008004080001009603000080',875613942269874513314295678157439826926187435438526791791368254582741369643952187',0.05505579999953625
55,001800000080000070000590061500029700910000006700015300000430052060000030004100000',651847293389261475472593861546329718913784526728615349197438652865972134234156987',0.08002160000251024
56,980070045000000008502000900038059000000402000000180650006000502100000000840020061',983276145467591328512843976738659214651432897294187653376914582125768439849325761',0.07734269999855314
57,004050093003000658000100000800007062305009007700003019000800000002000875007060031',264758193173294658958136724849517362315629487726483519531872946692341875487965231',0.025389300000824733
58,004600038010958700800010000400000280003000007100000450500090000040861300001500049',954627138312958764876413592495176283683245917127389456538794621249861375761532849',0.05304780000005849
59,007900605000003040500020100080000002004201800200000060003050001020600000805002700',437918625612573948598426173986745312374261859251389467763854291129637584845192736',0.060388500001863576
60,390500400007400000040070008023000000709200600080030025008013040000804302400050007',396528471857491236142376958523687194719245683684139725268713549975864312431952867',0.2938650999967649
61,900060020003800004510904000000500206000648000106009000000402031400005800080090005',974361528623857914518924367849513276237648159156279483795482631461735892382196745',0.08207579999725567
62,000080200003200700042000006800076000010802050000410009500000120006008300008020000',751689234683245791942731586839576412417892653265413879594367128126958347378124965',0.42145950000121957
63,500000000009210507162000000000840009200650003000730004958000000004980205300000000',587364912439218567162597348673842159241659783895731624958123476714986235326475891',0.110376599997835
64,000006020001000705370100000005960800000030007007820400910600000004000203000004080',548796321261348795379152648435967812826431957197825436912683574784519263653274189',0.1291945000011765
65,037010000800000090100600000008057000900206001000930200000004003050000007000020540',537819462864372195129645378218457639943286751675931284782564913456193827391728546',0.1717422000001534
66,500080003486030500000500060600100000200040037008003200000400020800000070320065019',591286743486731592732594861673152984259648137148973256965417328814329675327865419',0.1326230000013311
67,000000007301000500080906021920000070000052900410000050050604018809000700000000009',296541837341827596587936421925468173673152984418379652752694318869213745134785269',0.45730160000312026
68,000200500600015000018400000081500070007106900060008210000004850000890004004003000',349287561672315489518469732981542376257136948463978215196724853735891624824653197',0.015260699998179916
69,040009000075100082000600500004003260200000007001008390000800400019400038080001000',642589173975134682138672549894713265263945817751268394326897451519426738487351926',0.02596600000106264
70,210309400008740009000000000030900604000030008080200107000000000005470002970106800',217359486658741329394682571732918654146537298589264137421895763865473912973126845',0.3307408000000578
71,020090030007000200300402001001605300053781920000000000800000003700904005006070100',524197638167853249389462751941625387653781924278349516895216473712934865436578192',0.22694939999928465
72,005000400700400080006980005094700000002000100300002960007069201000007000200500030',985673412713425689426981375194756823672398154358142967537869241841237596269514738',0.048052300000563264
73,230000090005300040471600200000007060000895000050200000002003654090004700040000089',238741596965328147471659238329417865716895423854236971182973654693584712547162389',0.028308799999649636
74,004000200000408000809000407201507603000641000007209100005000300602000704000124000',314765298726498531859312467291587643538641972467239185145876329682953714973124856',0.1258534000007785
75,000068500801000000000900008030050002060309001900040600000000070650094000290100050',329468517871532964546917328134856792765329841982741635413685279657294183298173456',0.18449080000209506
76,201000005090400100600100890800000000012070000763000510000210009000840030000307204',281739465395468127674152893849521376512673948763984512438216759927845631156397284',0.1860553999977128
77,107020006200006030050000100003602005060070008002508001020000700400009010601050003',137425896284916537956783124813642975569371248742598361328164759475839612691257483',0.11425720000261208
78,040010030010204080200080005800607004000000000009000500302401608000000000007325100',948516732513274986276983415821657394465139827739842561352491678194768253687325149',0.06826290000026347
79,600402009005306800390801046000000000200040005508000703000000000709000308050607020',687452139415396872392871546976513284231748695548269713123985467769124358854637921',0.08459140000195475
80,000203000007650800060018040301000078026000510870000204010320080003049100000801000',148293657237654891965718342351462978426987513879135264514326789783549126692871435',0.028749799999786774
81,007000005900600000204000800006290000810003000040006020000005708000760000100040250',387912465951684372264537819736291584812453697549876123693125748425768931178349256',0.47484130000157165
82,395004080102000005760005000000510309000602000506043000000400056400000701050700423',395124687142867935768395142274518369839672514516943278927431856483256791651789423',0.037114199996722164
83,100500096000000004640083005080050400070264050004030070800320041200000000410006003',132547896758692134649183725386759412971264358524831679867325941293418567415976283',0.03938969999944675
84,009100400000003008050400700040007203006201800201300060004006020700900000008002300',869175432427693158153428796945867213376251849281349567534786921712934685698512374',0.010472999998455634
85,000000070900005403000023890060070530803009100100000000007080000410002000090510080',325498671981765423746123895264871539853249167179356248537684912418932756692517384',0.10098020000077668
86,002800650800500000500092001003000065006070400450000300200740006000003008098001700',342817659819536274567492831723184965986375412451629387235748196174963528698251743',0.05794959999911953
87,006709000040005010005001907154000006000080000600000295701900800080600020000108500',316729458947835612825461937154297386293586174678314295761952843589643721432178569',0.011532100001204526
88,080000020301040605500010007076000430000694000000000000003507200700000003002080900',687935124321748695549216387976851432235694718418372569893567241764129853152483976',0.09729409999999916
89,300000006000850070027009000090500801800006003050300609036002000000460030100000002',348127596961853274527649318693574821814296753752381649436712985289465137175938462',0.03455089999988559
90,008964700060030080300200000603000900820000004500000067100800090050003470000095001',218964753764531289395287146673458912829176534541329867137842695952613478486795321',0.03566750000027241
91,000090000400000001005206700840907063900030007050000020580020096030000010000804000',378491652426375981195286734842917563961532847753648129587123496634759218219864375',0.26413599999796133
92,090008010600005002000270000009080054004702100530090800000067000400300009010500080',792638415648915732153274968279183654864752193531496827925867341486321579317549286',0.040789099999528844
93,001900008060008000280000067610050080000001000890060070370000025040007000006800001',751946238963278514284135967617359482432781659895462173379614825148527396526893741',1.71233509999729
94,605000190890620000000509000170000600008000400006000013000205000000068034084000702',625384197897621345341579826179432658238156479456897213763245981912768534584913762',0.25491990000227815
95,010050600300061000006004001000409810005000072030002000200040500000700004904000080',812357649349261758756894231627439815495186372138572496281943567563718924974625183',0.11258129999987432
96,500980700003000000907000804010830000009002001070004003006070210000609000000000307',541983726823746195967251834614837952389562471275194683456378219732619548198425367',0.19801899999947636
97,630070050900003008000800300005080010300401007010030600004008000500600002020090081',638972154957143268241865379475286913369451827812739645194528736583617492726394581',0.0937205999980506
98,058030009000072000103000060700300080001000300400700010304000020000069000025040001',258631749946572138173984562769315284581426397432798615394157826817269453625843971',0.344832699996914
99,071080300000230005600007009007000030460000078050000200700900003900053000005020940',571489362849236715632517489297865134463192578158374296726941853984753621315628947',0.020410000000993023
100,209150800300004000061700050005000000000471000000000400090008640000300009006049102',249153876357684921861792354415826793938471265672935418593218647124367589786549132',0.2961853000015253
