No.,Puzzle,Solution,Solve time in seconds
28,900000807001000400870206050009010200000408000006090700040607082008000600607000004',964351827251879463873246159589713246732468591416592738145637982398124675627985314',43.1383831000021
29,050002001080061040006000500098020054040008020700600000000004700000076095200300000',453782961987561243126493578398127654645938127712645389569814732831276495274359816',72.14551299999948
30,030000010090000020081000340020504060000697000000080000900040002004803600006070500',532468917497315826681729345729534168148697253365281479953146782274853691816972534',30.116688999998587
31,095000702400560000300002005010095300060308050003610080500800009000036008108000630',695483712427561893381972465812795346764328951953614287536847129249136578178259634',14.053043300002173
32,010000070400200095600700400004182000003007000007004160040879000001000009000000340',915648273478213695632795418564182937123967854897354162346879521251436789789521346',30.223297199998342
33,030000006600004007000010980060708300008030095020409600000040150200003009010000004',832597416691284537547316982965728341478631295123459678786942153254173869319865724',45.71724929999982
34,090040000300001800000052000000090204802300007057000600080507010000000300000410009',598643721324971865761852943136798254842365197957124638689537412415289376273416589',7.515595400000166
35,000700002500061300090300050000010704600904001408030000040005060006490008200006000',364759812572861349891342657925618734637924581418537926749285163156493278283176495',10.996917100001156
36,410000090092800004000500000001980000000075000050203180008009070040300012600000009',413627598592831764867594231271986453384175926956243187128469375749358612635712849',0.5518159999992349
37,009000300158000296004060700010000070003040100090801040000602000000070000080904030',679258314158437296234169785415396872823745169796821543347682951961573428582914637',11.276099099999556
38,081000560200000008000706000090371040000902000020864090000403000500000004074000310',781249563269135478453786129896371245147952836325864791918423657532617984674598312',10.750213300001633
39,076009005005040018040000700000076320001000800024380000007000090950060400400700580',176839245395247618248615739589476321731952864624381957867524193953168472412793586',2.4325423999980558
40,302010007060000100100900008009100003800000570000000020080060000000045002207300065',392518647768234159154976238629157483813429576475683921581762394936845712247391865',4.770987600000808
41,750040100000000070020039006504000900080010604000000000010002000006080305300001009',753846192649125873821739456564278931987513624132964587415392768296487315378651249',29.963950700002897
42,000205010000001000000364807805020004004700051173000008007000000200030000001457003',739285416486971532512364897895123764624798351173546928357812649248639175961457283',3.647004599999491
43,700008030000200008620090000309000007017050800060000050040025000003760900000009305',794618532135274698628593471359186247417952863862437159941325786583761924276849315',1.94652700000006
44,001000002000230050300047900010000520096000008005000006008700005040300000100054800',751869342984231657362547981813976524496125738275483196638792415547318269129654873',11.138501199999155
45,030010900960200000000006075070500004300000060006000507500001090003050640002409003',435718926967245318821396475279563184354187269186924537548631792793852641612479853',14.462520599998243
46,000760003097020400400800000200090000041608270000070004000005006003040520100036000',512764893897523461436819752278491635341658279659372184724985316963147528185236947',0.6251684999988356
47,004000200090000040600354001900106003000080000080902070040708030700000008008269700',534891267891627345627354891952176483476583912183942576245718639769435128318269754',29.085471799997322
48,000003005805702000009000270004020050100904002080030700036000900000307608200400000',427693185865712439319548276794826351153974862682135794536281947941357628278469513',2.0436827999983507
49,053892740002000600070000030000936000000000000000107000040000010300020009809070402',653892741482713695971564238728936154134258976596147823245689317367421589819375462',1.8867467000018223
50,009000500072105890100000007500437001007502400300010002083000170000000000000329000',849273516672145893135896247528437961917562438364918752283654179496781325751329684',1.8765929000001051
51,000060710020009000800030026030100000001204600000008050390020004000500070047080000',453862719726419538819735426932156847581274693674398251395627184168543972247981365',2.092612899999949
52,501000908700608004080000060003104700000573000040000090900405001600000009010020030',561347928729618354384952167253194786896573412147286593932465871675831249418729635',20.804500700000062
53,000060230900800061700020009002018000000004302670000010008001000400200000030700480',845169237923847561716523849352918674189674352674352918598431726467285193231796485',0.7133415999996942
54,004200300650900048100000000900060000020509060000080001000000004810006075005003600',784251396652937148139648752941762583328519467567384921296175834813496275475823619',11.918751199998951
55,002000180000003002907020003000038040006402300030970000500010607200300000074000200',352746189648193752917825463721638945896452371435971826583214697269387514174569238',14.463898199999676
56,006030280000900601300000079100000000060090008279000050030600005002150000800302100',916735284457928631328461579183576942564293718279814356731689425642157893895342167',12.180789399997593
57,600002810070000003008630002065000004020400300000050900000008600400017030590000008',643972815972185463158634792365729184829461357714853926237598641486217539591346278',11.522217300000193
58,500000003097040850010000070070102090600000008080050030700409006002030500000508000',548217963297346851316895274473182695625973418189654732751429386862731549934568127',3.303140500000154
59,200000080100007005056004000001080520407501000000020000000052800800000600090070053',274395186189267345356814297931786524427531968568429731743652819815943672692178453',30.6244712000007
60,100030084000004050004000230010000409080907010309000020096000800020600000740010002',167532984238794156954186237615328479482967315379451628596273841821645793743819562',34.420514400000684
61,000009004040600800000000521090080000000900065500004003083000002005090000902038100',851329674247651839639847521394586217728913465516274983483165792165792348972438156',2.8183074000007764
62,006903000050070030700000800010300004502040070604008001000130009000009060100260500',486953217951872436723416895819327654532641978674598321268135749345789162197264583',0.12978479999947012
63,000090000031000000485307000700061200090038004000000600002000190000020860800009700',627594381931682457485317926754961238296738514318245679542876193179423865863159742',1.77728500000012
64,004031008008600090930000000060020001400509006800040020000000062010002400300460100',274931658158674293936258714563827941427519386891346527745193862619782435382465179',6.002238499997475
65,070090850605000900042801000009003000400006000006240700390005160700000380000000000',173692854685734921942851673819573246427916538536248719398425167754169382261387495',21.208308999997826
66,060004100400060080009010070000600000096001803800050001500040290074000500000037004',365784129417269385289315476153678942796421853842953761531846297674192538928537614',3.2392961000005016
67,960401053300060001000307000806000305030000040509000807000602000200040006610908072',968421753374865921152397684846279315731586249529134867497612538285743196613958472',2.3828537999979744
68,000009070090027008001060000050000780800045023010000940008010000040083002000004090',682539471495127368731468259254391786879645123316872945928716534547983612163254897',1.9814175999999861
69,402000000650007804000006290090600500001002008070300400000009640160005309905000000',412983756659217834783456291298641573341572968576398412827139645164725389935864127',1.8691693000000669
70,040900870000700001000840005320000000087000300500000687010030000003056004000207000',145923876938765421762841935321678549687594312594312687216439758873156294459287163',5.97431250000227
71,075901000310004000900060000200040051001208600460010003000080004000300085000406170',675921438312874596984563712237649851591238647468715923759182364146397285823456179',0.5286426999991818
72,080094000054607000000050000030005029190000604006000030000500080800076015270010000',781394562354627198962851473437165829198732654526489731619543287843276915275918346',21.41808129999845
73,407000000020007109030650000600500080000000002900400030050190000090008205804000000',487921653526837149139654827672513984348769512915482736253196478791348265864275391',17.794264000000112
74,000000000072000950080109070010000090000596000007401800120000037006302400000040000',961753248372864951485129376613278594248596713597431862124985637756312489839647125',3.491850300000806
75,200734000100080000040002806009000007030120050004000002090008501300070000400695000',268734915153986724947512836829453167736129458514867392692348571385271649471695283',0.8744306000007782
76,000000000032000950980010027000504000000000000509768304000070000008209400470080095',751692843632847951984315627163524789847931562529768314295476138318259476476183295',12.757107800000085
77,908004702006010000120095008000049000031207000209360000300000006000000080805000301',958634712476812935123795468687549123531287694249361857312978546764153289895426371',1.189393900000141
78,200010509500009020004050008002000090031000807040000000050061200007230000100000085',263718549518649723794352168672583491931426857845197632359861274487235916126974385',34.434001999998145
79,050000080001040300620708049800502007000000000900401008390204075005030900040000060',459123786781649352623758149814592637562387491937461528396214875275836914148975263',20.83080759999939
80,003000096050040203749000050090005000086000030400300000000050804000026710500700300',823571496651849273749632158397285641286194537415367982172953864938426715564718329',0.5075803999970958
81,400003700000060040020080000009100008000600107006700005040090000000020010800004300',465213789378965241921487653759132468284659137136748925643891572597326814812574396',32.933498399997916
82,600002500000100400000070000030950001007401005100030690790003040000009800000680002',679342518852196437341875269436958721927461385185237694798523146264719853513684972',3.223059200001444
83,060104000208600003070008400690000070000000001705000906002006030000200800080091004',569134782248657193173928465691345278824769351735812946912486537456273819387591624',14.549543699999049
84,020000000000964100604001008000407085080050007000803061502006009000792300070000000',123578694857964123694231578369417285281659437745823961532186749418792356976345812',11.8094620999982
85,000200000031500200470008030040000300603000000005000019900170050000003920007020100',596234781831567294472918536249681375613795842785342619928176453164853927357429168',3.3474516999995103
86,050009000000000040108065300020000807800500600000830000400000200210006003593010400',752349168639182745148765392325694817874521639961837524486973251217456983593218476',13.474855000000389
87,030500091000090060000203400008000000070064005004000000000805100000020070060300048',432576891587491362916283457658932714379164285124758639793845126841629573265317948',209.17457490000015
88,000030002400500300029010000090002507040000000010003406037080000500700200000040005',651834792478529361329617854893462517746158923215973486137285649564791238982346175',897.8285716999999
89,000100400004000028020006003357810000100000005469370000070009001001000057000700900',735128469614937528928546173357812694182694735469375812576289341891463257243751986',3926.5768131000004
90,005080000000005804609010070000100360304006000060020009010700580006800740070002000',145287936237695814689413275928154367354976128761328459412769583596831742873542691',22.03340190000017
91,000000006000003200350080090060035040400008300005900000040100000002009800000060500',289571436671493285354286791968735142427618359135924678846157923512349867793862514',25.50135969999974
92,803402609600809007004000100036000780002706300100000004000000000000107000050268010',813472659625819437794635128936541782542786391178923564261394875389157246457268913',11.670187800002168
93,074006100200073000900000087000300000060007002130060400600004000009000060008050009',574986123286173954913542687497325816865417392132869475651794238749238561328651749',61.38968400000158
94,010640200605000001040005000200070300300960080008000004100500067000010800080003100',813647259625839471749125638251478396374961582968352714132584967597216843486793125',1.3549959999982093
95,010400250090000004400007306003040600968002000054000002030924000006570023000030400',617483259392615784485297316273148695968352147154769832731924568846571923529836471',12.979628500001127
96,009000000000000300370190240700030000032801700010020400000040001800970600040005900',629483175184257396375196248796534812432861759518729463967348521851972634243615987',140.04708590000155
97,008156400000030000040000020206705804100040005405203907010000080000020000007581600',728156493659432178341897526296715834173948265485263917512674389864329751937581642',7.51567040000009
98,000090800050403000802000304000000090608000002047000030004260700000100060100030400',463792851751483926892651374235814697618379542947526138384265719579148263126937485',2.1084802000004856
99,016980000300000200009000130090050000000807004030260001100000902060304005005000070',216983547374615289859742136697451328521837694438269751143578962762394815985126473',1.2498477999979514
100,295007000000000700000015080000060309020008600040700000050000004409350006310000007',295837461861924753734615982187562349923148675546793218658279134479351826312486597',0.5623758000001544
