No.,Puzzle,Solution,Solve time in seconds
54,090000020206000407001040600300000008007638900000709000003804500800000009004020300',495376821236981457781245693319452768527638914648719235163894572872563149954127386',0.002915299999585841
55,400000970000910300000700604012040003030500040000003000725000000300050009006200050',481365972267914385953782614512849763839576241674123598725491836348657129196238457',0.025388199999724748
56,600008040070060001041900000700400009000020060005806100500700300030000910007002005',659218743273564891841973652786451239194327568325896174518749326432685917967132485',0.011072299999796087
57,070500000600090000000036500300000800091002004006040100003704020000000930000050000',279581346635497218418236579354179862891362754726845193983714625547628931162953487',0.32287799999903655
58,000003000007010000050409630009100300020000540708000906004361000002040000000007009',296853174437612895851479632549126387623798541718534926974361258182945763365287419',0.020897899998089997
59,063000108000005030001080070306090800000004003804020700007050040000002010049000205',463279158978415632521386479356791824712864593894523761237158946685942317149637285',0.06018499999845517
60,403000097500090000000701003005902700020010030009608100600105000000040006950000801',413826597576493218298751463165932784827514639349678125634185972781249356952367841',0.007491000000300119
61,010007000507080106080015070000600005074001900603040000090030027005000600060100304',912367458547289136386415279129673845874521963653948712491836527235794681768152394',0.009439599998586345
62,087000960000509000910000085700000006009020300000803000600000009090040020042090650',587431962264589137913267485738954216459126378126873594675312849891645723342798651',0.06188990000009653
63,083900000700001000500086000200840009008700104094000080000050210000007900000210006',183974652769521438542386791217845369658793124394162587976458213821637945435219876',0.007415800002490869
64,010000640900600007002040001050430000001906800000015060400050100700009008036000090',817592643943681527562347981659438712371926854284715369498253176725169438136874295',0.0029455000003508758
65,720069003600010020003000000000090002840502096100070000000000600010080004200350018',721869543654713829983245761365198472847532196192476385438921657519687234276354918',0.0052337999986775685
66,060304002305060700080009000900020000020700080608000004050000003000010005100003420',769384152345162798281579346974628531523741689618935274457296813832417965196853427',0.07767199999943841
67,007960000030000680000000702809042000000000007106075000000000903060000540004710000',427968135931527684685431792879142356352896417146375829218654973763289541594713268',0.05456979999871692
68,090108050800030006000406000209605407070000060306204509000901000900040008060802040',697128354842537196153496872289615437574389261316274589438961725925743618761852943',0.009871999998722458
69,000908000000000000340605098780000043000306000200407005001859300003000800850030064',675918432198243576342675198786591243514326789239487615461859327923764851857132964',0.0029886000011174474
70,000800072009002000073000000300057001000200730080600009000090000600020093900503026',541869372869372514273415968324957681196248735785631249432196857658724193917583426',0.005235300002823351
71,006024500001009000000600003600000037308200006000090200050060091207000000010053000',736824519421539678589671423642185937398247156175396284853462791267918345914753862',0.059733499998401385
72,020096104000500008001030000590080040000000005130040020009050000000200003050013807',725896134643571298981432576592387641476129385138645729369758412817264953254913867',0.004877299998042872
73,000002059040703000000090020090000310003009075580010000000200000907630080600070002',361482759249753861875196423796524318413869275582317946138245697927631584654978132',0.003991000001406064
74,049003010100006800800900306003050000000302000980060000074000060300000709006000081',649283517137546892825971346763158924451392678982467135574819263318624759296735481',0.05062739999993937
75,000503000600204003030070040006000100574000928000407000000609000001020700900040006',249563817687214593135978642396852174574136928812497365723689451461325789958741236',0.006408799999917392
76,300000006090000200002700340238009000010680000600010800000001900000074060800903005',384125796197436258562798341238549617719682534645317829476251983953874162821963475',0.016064799998275703
77,050003006913000720060000130000090003000675000400030000097000060042000359300200010',254713986913586724768924135621498573839675241475132698597341862142867359386259417',0.02213809999739169
78,000602900600040051009300070030000005000516000900000060090005100820090004007408000',513672948672849351489351276736924815248516793951783462394265187825197634167438529',0.002774599997792393
79,190308076030000010002070500080407020000000000070205090003010700010000080920803051',195348276738652914462971538381497625259136847674285193843519762516724389927863451',0.009123499999986961
80,020690010900008000000301060807010200600900500039000000000580390304000600000000001',723695814916248753485371962857416239641932578239857146162584397374129685598763421',0.007105199998477474
81,000300060000046005050078400001850790000009310600003008800007000030000800704200000',418325967273946185956178423341852796582769314697413258829537641135694872764281539',0.003467799997451948
82,000000003000063100016940000450000700603297401002000036000034520004620000700000000',598172643247563189316948275451386792683297451972451836169734528834625917725819364',0.003290299999207491
83,061007000073000500200600007000090038002000700180030000600005003009000120000800950',561427389473189562298653417745291638932568741186734295624915873859376124317842956',0.004191200001514517
84,609000008007806500010000076050207060000080000090503020570000030002904100900000602',639475218247816593815392476153247869726189345498563721571628934362954187984731652',0.030427900001086527
85,095360000406000000130090000600730000307106902000042007000010085000000103000074290',795368421486521379132497568629735814347186952851942637964213785278659143513874296',0.006078899998101406
86,607040000000106000010009000001000650940000007050400090004008009030650800700090002',697243185528176943413589726871932654942865317356417298164728539239654871785391462',0.006976399999985006
87,001450000090810300000000060020080000500007096009000038002500004700004050080090000',361459782297816345854273961623985417548137296179642538932568174716324859485791623',0.00929570000153035
88,000527000006000000802000034500004360000900005200008490908000021004000000000381000',349527186156843972872619534591274368487936215263158497938465721614792853725381649',0.00909749999846099
89,006000010500007002040508037060080000001000008090050000050302089200004006004000070',376429815518637942942518637465281793721943568893756124157362489289174356634895271',0.04369189999852097
90,002930008090000000004726100000070800000503406000010309503000901400000050079000000',612935748397184562854726193936472815128593476745618329563247981481369257279851634',0.0131522000010591
91,008052061060000000000040305010089420000000009020065710000010802080000000001023054',438752961165938247279146385517389426846271539923465718354617892682594173791823654',0.007029799999145325
92,709008004000300001000070900094800500007051403053200100000010600000700008201006005',719568234465392871382174956194837562827651493653249187578413629946725318231986745',0.004225700002280064
93,600000001050090042000072008000005000028010407007400000000080050090000100265040009',682534791753891642419672538946725813528319467137468925371986254894253176265147389',0.004810200000065379
94,600009080030007009004100000007050042000201000860030700000002600900800020020700004',671529483238467159594183276317658942459271368862934715785342691943816527126795834',0.003957000000809785
95,050004103700100080000000600027010000400902008089070000000000700300500060070003405',256784193793156284148239657527318946431962578689475321965841732314527869872693415',0.08066849999886472
96,005000200000301000000060000017405860000706000500000003060000020980070014704010609',635847291879321456421569387317495862298736145546182973163954728982673514754218639',0.003538799999660114
97,000509000300070006002000800501706904030010080406908705009000400200050007000107000',674589321398271546152643879581726934937415682426938715719362458263854197845197263',0.004604900001140777
98,000800000003070150070003009600100028050000390002000000060010030040920700001400002',526891473983274156174563289639147528457682391812359647265718934348926715791435862',0.005106399999931455
99,000500008000102947000080010920000034006010200030000000050070000042900000390400000',219547368568132947473689512925768134786314295134295786651873429842951673397426851',0.01592230000096606
100,037000120100070000000102000703006050690508013050300609000709000000080002079000840',937654128162873495845192367783916254694528713251347689428769531316485972579231846',0.013627500000438886
