No.,Puzzle,Solution,Solve time in seconds
24,070000050305000109020307080007592600000106000006478300080903060602000907040000010',478619253365284179129357486837592641594136728216478395781923564652841937943765812',0.0016322000001309789
25,000025100008300600610089020506000090901000506030000408070830065004002800002150000',493625187728341659615789324586413792941278536237596418179834265354962871862157943',0.002543399999922258
26,040006029200900106000400050024080001000503000500040730080005000401009005960700080',847156329253978146619432857324687591178593462596241738782365914431829675965714283',0.002125799999703304
27,039010000402000100000400050601870000027004008000003900008035041000080005700001090',539617482472358169186429753691872534327594618845163927968735241214986375753241896',0.0029445999998642947
28,000001950000073108000500076002010065010605040650040800940007000706930000081200000',274861953569473128138529476492718365813695247657342819945187632726934581381256794',0.0027866000000358326
29,670804019009702500000010000056203190000000000098107250000020000007901400160405028',672854319819732564534619782456283197721596843398147256945328671287961435163475928',0.0022431000006690738
30,000008050600902300014007600158403020000000000030709516003200860006105003020800000',397648152685912374214357689158463927769521438432789516573294861846175293921836745',0.0022840999999971245
31,000056000090000370006000010048000003100400007970020000080001200005908060000240000',831756942594812376726394815648179523152483697973625481487561239215938764369247158',0.004024599999866041
32,002703400043026100790000000100002943020000000930405600360208000000500007000300016',812793465543826179796154382175682943624931758938475621367218594481569237259347816',0.0028103999993618345
33,040061000001200004952003000000006080075408320080300000000900576500002400000730090',748561932361279854952843167234156789675498321189327645823914576597682413416735298',0.0021411999996416853
34,000800030006300504034006070250060300000205000001080065080700190105008700040002000',527841936816379524934526871258467319369215487471983265682754193195638742743192658',0.0036036999999851105
35,951020000040019020000004000006085240003002075000000000004053002700000084290000003',951628437347519826862734951176385249483962175529147368614853792735291684298476513',0.003407600000173261
36,004310020700000000003006805002607001600000002100805600908500100000000007070061400',594318726786452319213796845852647931647139582139825674928574163461983257375261498',0.0033450999999331543
37,240036001009000006006002340901060000700209003000050402093500100400000500500310029',245836971379145286186972345921463758754289613638751492893527164412698537567314829',0.0019818999999188236
38,002709100000000000504000600700600003000080705900000062209030040000001300000864001',862759134193426578574318629721645983436982715985173462219537846648291357357864291',0.0034774999994624523
39,000001902300800000260000040070090001800307005010050004520000070400100000000002406',758431962394826517261579843675294381842317695913658724526943178487165239139782456',0.0038444000001618406
40,060507020309802706052306810286000945000000000931000278028403690107908502090105080',864517329319842756752396814286731945475289163931654278528473691147968532693125487',0.0017367999998896266
41,036704290200010007400205008602000904080000060305000702800907001900050006064301870',136784295258619437497235618612873954789542163345196782823967541971458326564321879',0.001748500000758213
42,002000800080457020500108003025603780000000000031502940200309004050784010004000600',142936857683457129597128463425693781769841235831572946218369574956784312374215698',0.0021413000004031346
43,040000090015000860008010700050408010004000300600000009000704000470609053030020070',346872591715943862928516734253498617194267385687351249561734928472689153839125476',0.0032695999998395564
44,054000003000000500310700040040031090073906820090840030020003018001000000500000270',254189763967324581318765942845231697173956824692847135726593418481672359539418276',0.0023332999999183812
45,500109002002000400010408060807000206000030000209000105060902040001000600700306001',574169382682753419913428567847591236156237894239684175365912748491875623728346951',0.0018324999991818913
46,047006000000020008009003701403618000010409030000372104508200300100030000000700620',847196253361527948259843761493618572712459836685372194578264319126935487934781625',0.001734000000396918
47,000091580400007001980300002006015024002003007000000800670034000003000700504000630',327491586465287391981356472736815924852943167149672853678534219293168745514729638',0.0027142999997522566
48,570030026800502007000906000051683790200105004063427510000308000600209001190060053',579831426816542937342976185451683792287195364963427518725318649634259871198764253',0.0014430999999603955
49,000802000700000004100904002801040706000000000940000021050601070008000600400753009',594832167782516934163974852831245796625197348947368521259681473378429615416753289',0.002574500000264379
50,120049003000100007000206000402090160600801004091060208000608000300002000800430092',128749653964153827573286419482397165635821974791564238259678341347912586816435792',0.00229609999951208
51,100307005030000090400090003310000059020605070760000034500070008040000020200903006',189327465637458192452196783318742659924635871765819234596274318843561927271983546',0.00217510000038601
52,000005000090138000600240000500800012074000580000006490003070000050080070000009600',327965841495138267618247359536894712974312586182756493863471925259683174741529638',0.002585199999884935
53,075908000809200000000000009030040000900632005000050080400000000000006701000703640',375918264819264537642375819531847926984632175726159483467521398293486751158793642',0.0034370999992461293
54,003090004500800602082000000000900300009736100006002000000000780708004003900070500',673295814594817632182463957257941368849736125316582479435629781768154293921378546',0.002590299999610579
55,100705690006000010050002000700040160000500020409000075600200000230981000000007001',142735698376498512958612347725849163813576924469123875681254739237981456594367281',0.0029617999998663436
56,803120005001060000009004816008000007150000028900000300386200500000050200200073104',863129745741865932529734816638512497154397628972486351386241579417958263295673184',0.0023470000005545444
57,402350700070000050900102003000400300705000009000009206020040007004000030000090804',412356798376984152958172643291467385765238419843519276129843567684725931537691824',0.0021784000000479864
58,009006010670310080000409006806000230030000040052000608900605000060023097020800500',349586712675312489218479356896754231731268945452931678987645123564123897123897564',0.002081499999803782
59,000290306030008000001000905600002000100000450020300009305020608000050000204003501',547291386932568147861437925659742813173986452428315769395124678716859234284673591',0.002729699999690638
60,000043002807096000100000003304000090005309100080000305200000007000910608600450000',596143872837296541142875963324581796765329184981764325259638417473912658618457239',0.0020940000003975
61,002000603100000070008074000050480200900001004060930700005049000300000090009000306',472198653196253478538674912751486239983721564264935781615349827347862195829517346',0.002625300000545394
62,010000982570003004006100007004070090000359000090080600700008500600700049958000030',413567982579823164826194357384671295267359418195482673741938526632715849958246731',0.002547500000218861
63,107000653300000000408006102001264000000907000000358700704600501000000009569000308',127489653396521847458736192871264935635917284942358716784693521213875469569142378',0.0022814999992988305
64,006905070000000523080000010070000002903800000800790004300050009000004600401680000',136925478749168523582473916674531892923846751815792364368257149297314685451689237',0.003049500000088301
65,300400260007050009080000004700290000040703010000061007100000040900020300023008005',395417268467852139281936574716294853542783916839561427158379642974625381623148795',0.002185599999393162
66,006500000070000890090802004009080207000725000705030600900108030013000080000007100',846579321572413896391862574139684257684725913725931648967158432413296785258347169',0.0026538000001892215
67,000090800100207500300500162003000010540000007902000350400702000050040000006830740',625193874184267593379584162763925418548316927912478356431752689857649231296831745',0.0024960999999166233
68,000000300040001760367504800058413200000205000006789510004107958091300070005000000',189672345542831769367594821758413296913265487426789513634127958291358674875946132',0.001627800000278512
69,020100000000002590830006070000015008000020301000083007510007060000008410060900000',925174836176832594834596172349715628687429351251683947518347269793268415462951783',0.0026112000005014124
70,430501029020607040000000000700128003100000004300954002000000000040306080980402015',437581629829637541615249738754128963192763854368954172273815496541396287986472315',0.002070800000183226
71,000003020205000000007092460908601000004000800000304906053870600000000703080100000',849763125265418397317592468978651234634927851521384976453879612196245783782136549',0.002111700000568817
72,800071600002000058700000030001750040260040007004810060400000010008000073100098400',853271694612439758749685231981756342265943187374812569496327815528164973137598426',0.002221799999460927
73,000020000305000206102000805970205031000409000630708029703000908409000102000040000',897526314345187296162394875978265431521439687634718529713652948459873162286941753',0.002030900000136171
74,098000530070002800405000009600100003000903000900004002500000708004700010026000390',298641537173592864465387129647125983852963471931874652519236748384759216726418395',0.002231700000265846
75,800070006007000800609000204905348701000501000308267509103000608002000100500080007',851472936247639815639815274925348761764591382318267549173924658482756193596183427',0.0019949999996242695
76,900000800060080710000605034004050300010304080003020100320706000078030090006000003',937241865465983712281675934894157326712364589653829147329716458578432691146598273',0.002116300000125193
77,030901020900020004002804900403000809060000040207000105009406500700080002010502070',534961728986725314172834956453217869861359247297648135329476581745183692618592473',0.0017508999999336083
78,370020041080000030100608002910405068000000000730106029400207003020000010860010057',376529841289741536154638792912475368648392175735186429491257683527863914863914257',0.001942599999892991
79,539000684000509000000000000300070006180040053050000090005702300060000020007080900',539217684478569132621438579394875216182946753756321498845792361963154827217683945',0.0023661999994146754
80,000008100070100400000703095029040308000307000703020650230806000006004020001200000',962458137375192486418763295129645378654387912783921654237816549896534721541279863',0.0027578999997786013
81,016000450000507000090126080021000730400000009000908000005000900040030060003060800',716893452382547196594126387921654738458372619637918524265481973849735261173269845',0.002105200000187324
82,600000005009865100050209080065000910040070020012000340090408050004692800800000009',681743295239865174457219683765324918348971526912586347196438752574692831823157469',0.0020907999996779836
83,008903700000204000409107305231000567000000000654000938706405103000302000002608400',168953742573284691429167385231849567897536214654721938786495123945312876312678459',0.002012300000387768
84,300000001090000050001000700006501900020309080009806300980000075007605800000207000',375468291698712453241953768836541927124379586759826314982134675417695832563287149',0.0034140999996452592
85,030000000180000904005908001500001700000040002200006800008207006360000508020000000',739412685182563974645978231594821763876349152213756849958237416367194528421685397',0.003704699999616423
86,083105620020703090700000004600302009070000040900407006200000008030604050067209410',483195627126743895759826134648312579375968241912457386294531768831674952567289413',0.0019450999998298357
87,457000000300050009600020001000003040013009000000670200000006050000700100049000006',457961832321857469698324571276183945513249687984675213132496758865732194749518326',0.002912899999500951
88,004000080000047102300800740002490070050206010040078900097002004405780000010000300',974123685586947132321865749862491573759236418143578926697312854435789261218654397',0.0019463999997242354
89,000000009000010030000003765000009384060050000003100020008200010034701600605800000',386572149547916832129483765751629384462358971893147526978265413234791658615834297',0.00237959999958548
90,120500609000600082000300004000006900040109060005700000200005000630007000409008076',127584639394671582586392714712846953843159267965723841271465398638917425459238176',0.002204600000368373
91,900001078507036002100000300000702094090300080000095000050000030008010000400000761',963521478587436912142978356316782594295364187874195623651247839738619245429853761',0.003309400000034657
92,000000000580000017007403200930701058000000000470608029004309800310000096000000000',246157983583926417197483265932741658861592734475638129654319872318274596729865341',0.0026850000003832974
93,705000320080340000000001000901020700004000000306050100000005000040680000503000410',715968324689342571432571896951826743874139265326754189298415637147683952563297418',0.0026635000003807363
94,300010009008090300010302070002040800860907045005060900080409050006050700500030002',354716289728594361619382574972145836863927145145863927281479653436251798597638412',0.0021330000008674688
95,870000090002906001900003700200000970000420000049050020000600050090100002600008109',876514293532976841914283765258361974763429518149857326381692457497135682625748139',0.0032658999998602667
96,709000402840000036000000000070803040000070000480605029100000004060307090900050008',719536482845721936326948517572893641691472853483615729158269374264387195937154268',0.0037805000001753797
97,001020930200000700430017005003201000607000801000804600300690072004000009092040100',871526934259438716436917285983261547647359821125874693318695472764182359592743168',0.0020643999996536877
98,040950007260007000000300000000070010000205008490030605000000000600700024320100060',143956287268417953579328146835679412716245398492831675984562731651793824327184569',0.003335999999762862
99,300000004090000010004673900007801400002040500001907800003715200020000030400000005',378192654296584317154673982537821496982346571641957823863715249725469138419238765',0.003930900000341353
100,070090060400157002009408500054000630260000015097000240005906100600543009030070050',571392864486157392329468571854219637263784915197635248745926183618543729932871456',0.0014062999998714076
