No.,Puzzle,Solution,Solve time in seconds
33,701504203000107000002000400000908000090603080000000000200080004006000700050090060',781564293943127856562839471327918645495673182618245937279386514836451729154792368',0.00677219999852241
34,017504020300070001000000750701000605200000087408000209000000960100080002046702010',917534826325678491684219753791823645263945187458167239872351964139486572546792318',0.028216700000484707
35,000007001040910003070458200509000000000105000000000805007594010900081050600700000',896237541245916783173458269569872134738145926412369875387594612924681357651723498',0.034374700000626035
36,030010570002570043000680001000000000000000435058000190060400050105800004280000000',839214576612579843547683921321945687976128435458367192763491258195832764284756319',0.014786700001423014
37,000150070000603004000000106000007680092801540061500000905000000400706000020095000',346152879179683254258479136534927681792861543861534792915248367483716925627395418',0.024955299999419367
38,005780400000029600004000002500600001000002900700900008009000006000045700008390100',625781493387429615914563872592678341843152967761934528459817236136245789278396154',0.0031653000005462673
39,700432800000906004060000001098000000000000945024000000080000002000109008200785600',715432869832916754469857231598374126173268945624591387987643512356129478241785693',0.030181999998603715
40,003100020007050060940002005600010700010700040002000500000201000150070030004000009',563147928287359164941862375635418792819725643472693581396281457158974236724536819',0.013826099999278085
41,060002800100500029000070006080301500006000010500600000700200005090030080013000902',967142853134568729852973146489321567376495218521687394748219635295736481613854972',0.004624700002750615
42,080000050900000002105706403000108000050070010000905000006000500700403001510020089',487239156963514872125786493672148935859372614341965728236891547798453261514627389',0.004014699999970617
43,003000900104000206050000070009205800800706002072804590000000000030000050007409600',763142985194578236258963174349215867815796342672834591486351729931627458527489613',0.0034827999988920055
44,200085000060000000005920700000050004080004301304000800900400600000070050402500007',279385146863741529145926783791853264586294371324617895957432618638179452412568937',0.017223499999090564
45,001908305300000000050000960804060200000805400503070100060000590100000000005607804',671948325389256741452731968814369257726815439593472186267184593148593672935627814',0.003614900000684429
46,000300600809060000002009508000002100054000070103000005030240890008030000400700050',745328619819564237362179548976452183254813976183697425637245891528931764491786352',0.0034961000019393396
47,704100000000080060020000050940050008007906045250030006070000080000060030402500000',764195823195283467823647159946752318387916245251834976679321584518469732432578691',0.07329250000111642
48,580103076004506300006000100050090040400805007900000001001908400000234000000000000',589143276174526398236789154857391642412865937963472581721958463698234715345617829',0.006899299998622155
49,301762000000039020600000003100070005270450000480001000000000800060000074002500096',391762548854139627627845913139276485276458139485391762943627851568913274712584396',0.004438199997821357
50,000008410000000537010020000501800000080090006904600000030070000000000175000005960',359768412826149537417523698561837249283491756974652381135976824692384175748215963',0.017095200000767363
51,010020040603008900080050006000071060106200000020400000050000002800300010009000600',915726843673148925482953176534871269196235487728469351351684792867392514249517638',0.01754879999862169
52,008400602000060700503000084300610000080309060000024003630000207001040000704006800',178453692492168735563792184347615928285379461916824573639581247821947356754236819',0.004690099998697406
53,007001006090600200600020090040010002006472100700050030070040005003007040100500300',427931586395684271681725493548319762936472158712856934879243615253167849164598327',0.011654199999611592
54,030806010000000000902050604700409001400060009200708006601090807000000000090204060',537846912146927358982153674768439521413562789259718436621395847374681295895274163',0.006084600001486251
55,000501000000308000050974010203000607004000900700000003060000020000795000800246005',927561438146328579358974216213459687684137952795682143569813724432795861871246395',0.10516830000051414
56,806302107000000000070080040120060073000804000000201000000000000207000506508716204',846352197912647358375189642124965873653874921789231465461523789237498516598716234',0.015249300002324162
57,000500409000087060000102003603000800010020900057000000100830690040000200805000004',281563479534987162796142583623759841418326957957418326172834695349675218865291734',0.006730499997502193
58,063000001800430020500009007050001000090000060002700015000000000040093002209008074',963872451871435629524619837658921743197354268432786915385247196746193582219568374',0.007817099998646881
59,000951000070000001000000903600040020100800074200000108009003060000790800051082000',382951746974368251516274983698147325135829674247536198829413567463795812751682439',0.00860130000000936
60,300204001600000007000678000090000020080927010004080300070806050000050000800030002',357294681628315947419678235791463528583927416264581379972846153136752894845139762',0.0027958000027865637
61,050090000700004000064028000000060910009002406500000000000050600030000208000100090',253791864781634529964528137478365912319872456526419783897253641135946278642187395',0.03149399999892921
62,900820000000050804004000006400032080190500600000400300020083060000600200089000007',965824713712356894834917526476132985193578642258469371521783469347691258689245137',0.005318999999872176
63,005000100600405008020000060002601300010000070006203800070000090300704002004000500',835967124691425738427138965782651349513849276946273851278516493359784612164392587',0.01199320000159787
64,507000200809600000000005040630701000000206000000904025070500000000002307006000102',567149238849623571321875946632751894954286713718934625273518469195462387486397152',0.01625899999999092
65,000607020800052001090003700009000862100000040020000009900008000300700200062040010',413687925876952431295413786539174862187296543624835179941328657358761294762549318',0.004445800001121825
66,000000720006005001320008050010250000060007503070890000930004070007002008000000940',158639724796425831324718659813256497269147583475893162931584276547962318682371945',0.013656699997227406
67,030105040000000000070000020040706090500203006020000010400030009052000480800020007',236175948985462731174389625348716592519243876627958314461837259752691483893524167',0.004360000002634479
68,000003000000200075005060401070800000004000053800000610007006040040027500038040002',712453986469218375385769421576831294194672853823594617257386149641927538938145762',0.003461200001765974
69,360090000090006010001000004000031008050200600000047009002000007070002090830010000',364195782798426315521873964946531278157289643283647159612958437475362891839714526',0.022582500001590233
70,037002960500000004900008003010400807000000000080205000001000009050703002400000710',137542968568937124942168573215496837796381245384275691871624359659713482423859716',0.010516700000152923
71,800003000000040000009070481080100064900000307020300018001080275000030000700006000',846913752175842639239675481583127964914568327627394518361489275452731896798256143',0.03871860000072047
72,000120600600730090002000003400200000003060081000009072004070500500000000080003060',937128645615734298842956713498217356723465981156389472364871529571692834289543167',0.006813700001657708
73,060000070200500608090046000003060020002108700010070900000620030108009006020000050',861293574234517698597846312783965421942138765615472983459621837178359246326784159',0.0037057000008644536
74,004000000900015700050000010682000030010500080000280000500004002000069800406002090',124798653963415728857623419682947531719536284345281976598174362271369845436852197',0.011118099999293918
75,200000007008000500000317000030104050050000040002090700060000030080020010005080600',241568397378249561596317428839174256657832149412695783964751832783426915125983674',0.013777700001810445
76,070010000108600000200080017002060309009000700807050600750040006000008504000020070',375412968148697235296385417512764389469831752837259641751943826623178594984526173',0.04057899999679648
77,300000180000605000002910600025006700006040001010700000804500000600000090000090004',369427185187635942542918673425186739736249851918753426894562317651374298273891564',0.005484699999215081
78,007000900200000001951000436700609003000705000500103002673000259100000007009000300',867431925234956871951278436712649583398725164546183792673814259185392647429567318',0.049583500000153435
79,703000500080000000000723001090015060000200058030078010000139002010000000602000100',723841596481956723956723481894315267167294358235678914578139642319462875642587139',0.003637699999671895
80,800030100000000040007054009000000006305000970006000301700093504060040000009208700',894736125531982647627154839218379456345861972976425381782693514163547298459218763',0.033990399999311194
81,600000208000290300000004091900030600004106020010040070009060000040500000800007005',691375248487291356325684791958732614734156829216849573579463182143528967862917435',0.006716100000630831
82,006008020000000074708400003004103008000000002100504000000000000290000086031250047',346978125519632874728415693974123568653897412182564739467389251295741386831256947',0.015820000000530854
83,090050000005098006000106050084000500610000049009000280070804000400720800000010030',896357124145298376237146958384972561612583749759461283571834692463729815928615437',0.019692800000484567
84,300800000008010204000400078005080090000705000060020400230006000604030500000004009',342867951798513264516492378425681793983745126167329485239156847674938512851274639',0.0073671999998623505
85,560000000000200040243076050006400300100800002008300900315042090000700030670000000',561984273897253146243176859956421387134897562728365914315642798482719635679538421',0.03470469999956549
86,710000080006000400000761000804095030200000004090240508000923000007000100080000023',712459386956832417438761952874695231265318794193247568641923875327586149589174623',0.006895300000905991
87,005000300000601000700308001007040600600107008503000407000090000900702005302060109',215479386438651792769328541187945623624137958593286417871593264946712835352864179',0.008257499997853301
88,000000020003090000060100805001050000020601004000040250007009080500008409008060070',714835926853296147962174835471952368325681794689347251247519683536728419198463572',0.2746417999987898
89,200108700000060100000040063500080006076302410300070002640030000008020000002605009',263158794497263158185947263529481376876392415314576982641839527958724631732615849',0.0036790999984077644
90,000901000070000020803000049090004100100375008008100030620000507080000010000209000',264981753975643821813752649396824175142375968758196234621438597489567312537219486',0.0310392999999749
91,006400008080000050900002007600001030000005004001620070000000000050709000108030009',536417298782963451914582367645871932827395614391624875469158723253749186178236549',0.041134700000839075
92,000075000070008203430020008000000901009107400604000000100090072702800030000740000',928375146576418293431926758357264981289137465614589327145693872792851634863742519',0.007203000001027249
93,000910005000430801007800060793000200640070900000000010060340000004002000870000000',438916725526437891917825463793581246641273958285694317169348572354762189872159634',0.0204425000010815
94,290000076000607000007030500000508000005000200080302060450090018000213000006000900',293154876548627139617839542324568791765941283981372465452796318879213654136485927',0.02215720000094734
95,007008435400060100000000090040680000028000001090350000000000060900030200002007984',267198435459763128813245796541682379328974651796351842174829563985436217632517984',0.013411099997028941
96,076054000000096000500000100450000038000500091008020000001600007000009005600003900',376154829812796453549832176457961238263548791198327564921685347734219685685473912',0.09473439999783295
97,260070054008000700000000000000000000024907860007504100090000030082000640670020019',269871354348695721715243986956182473124937865837564192491756238582319647673428519',0.003351200000906829
98,400005000709600080160083000900000040000569000010000007000390074040006305000100008',483925716759641283162783459936817542274569831518432967625398174841276395397154628',0.0040483000011590775
99,073040000064008090000200000400500060021070003000003500000050082000080071600001000',873945216264138795195267834437592168521876943986413527719354682352689471648721359',0.006507499998406274
100,900600000021038600030000050200001090040000010010200003070000060002590170000002008',987645321521938647436127859253481796648379215719256483375814962862593174194762538',0.002263800000946503
